User_Id,Place_Id,Place_Ratings
20,31,2
20,4,2
21,5,5
21,3,4
21,11,3
21,19,2
21,33,5
21,29,4
21,30,3
21,0,2
21,22,2
21,7,4
21,20,5
21,6,3
21,10,2
21,17,2
21,24,2
21,4,5
22,9,4
22,1,2
22,20,4
22,12,5
22,3,5
22,10,2
22,28,4
22,6,2
22,17,3
22,24,5
22,16,2
22,0,2
22,33,3
22,27,2
22,8,4
22,18,5
22,11,2
22,22,3
22,2,3
22,26,2
22,4,4
23,5,4
23,26,2
23,20,4
23,29,5
23,16,3
23,11,5
23,24,4
23,30,2
23,18,4
23,19,3
23,6,4
23,15,2
23,8,5
23,10,5
23,17,4
23,9,5
23,7,4
23,33,3
23,22,4
23,2,4
23,1,4
23,32,3
24,12,3
24,28,2
24,22,4
24,13,5
24,4,3
24,30,2
24,27,2
24,25,4
24,24,2
24,29,3
24,33,2
24,32,3
24,11,2
24,21,2
24,15,4
24,19,5
24,26,2
24,23,5
24,5,5
25,19,2
25,18,4
25,27,3
25,12,3
25,3,4
25,14,3
25,31,5
25,15,4
25,20,3
25,22,4
25,8,5
25,26,4
25,13,3
25,28,3
25,30,3
25,32,5
25,17,2
25,2,4
25,21,3
25,0,4
25,33,4
26,15,2
26,2,5
26,12,4
26,29,3
26,1,3
26,13,5
26,25,3
26,26,2
26,32,5
26,22,5
26,8,3
26,16,3
26,31,5
26,4,3
26,14,5
26,7,2
26,28,4
26,17,5
26,33,3
26,3,5
26,19,5
26,24,4
26,23,5
27,2,4
27,15,3
27,19,3
27,1,5
27,11,5
27,10,3
27,0,4
27,29,4
27,5,3
27,14,3
27,21,5
27,13,2
27,4,2
27,32,3
27,17,2
27,23,3
27,28,2
27,16,4
27,24,3
27,8,5
27,25,2
27,27,2
27,7,5
27,30,3
27,22,3
27,12,3
28,25,5
28,22,2
28,4,4
28,27,5
28,30,3
28,6,4
28,28,4
28,18,4
28,8,4
28,7,5
28,13,5
28,16,2
28,29,2
28,14,2
28,9,4
28,15,5
28,19,3
28,11,5
28,24,5
28,20,4
28,26,4
28,17,3
28,31,4
28,32,4
28,23,5
29,8,5
29,32,3
29,12,2
29,16,5
29,4,4
29,6,5
29,29,5
29,22,5
29,7,4
29,28,2
29,0,5
29,19,2
29,27,3
29,9,3
29,23,2
29,26,2
29,2,3
29,21,3
29,10,4
30,0,2
30,26,3
30,17,3
30,22,2
30,28,4
30,33,2
30,30,5
30,2,2
30,23,4
30,3,2
30,11,3
30,18,2
30,15,2
30,8,2
30,12,4
30,31,3
30,7,5
30,21,5
30,25,2
30,10,5
30,6,3
30,32,5
30,5,2
30,16,5
31,30,5
31,11,4
31,4,4
31,16,5
31,3,2
31,19,2
31,27,5
31,9,3
31,7,5
31,33,2
31,18,2
31,22,3
31,23,3
31,5,5
31,26,4
31,13,2
31,8,2
31,28,5
31,0,5
31,6,2
31,21,2
31,1,2
31,24,5
31,17,3
31,25,2
31,29,4
32,8,4
32,27,3
32,33,3
32,25,3
32,10,2
32,16,3
32,26,5
32,9,2
32,32,3
32,22,5
32,30,4
32,28,3
32,7,4
32,20,2
32,6,5
32,19,3
32,0,4
32,11,2
32,18,3
32,17,4
32,5,2
32,4,3
32,3,4
33,27,2
33,32,4
33,14,5
33,9,3
33,31,4
33,10,4
33,8,3
33,5,5
33,3,4
33,4,2
33,16,2
33,6,5
33,30,3
33,26,2
33,29,3
33,20,2
33,11,3
33,21,2
33,0,5
33,7,2
33,18,3
33,2,2
33,23,3
33,24,2
34,16,5
34,1,3
34,9,4
34,13,3
34,26,4
34,4,2
34,15,3
34,28,3
34,20,4
34,2,4
34,31,3
34,0,4
34,18,2
34,23,3
34,27,3
34,24,4
34,12,5
34,6,4
34,25,4
35,6,5
35,26,3
35,29,4
35,24,3
35,10,2
35,5,2
35,18,2
35,12,2
35,22,2
35,28,5
35,4,4
35,7,5
35,21,2
35,32,2
35,30,2
35,11,3
35,3,2
35,14,5
35,2,4
35,0,3
35,13,4
35,15,2
35,16,5
36,26,4
36,5,4
36,9,4
36,15,5
36,12,2
36,32,5
36,27,2
36,0,2
36,4,2
36,10,5
36,11,2
36,31,3
36,23,5
36,1,4
36,2,4
36,6,4
36,3,4
36,24,3
36,14,3
37,10,2
37,6,2
37,31,2
37,4,2
37,9,5
37,0,4
37,25,4
37,18,2
37,26,2
37,28,5
37,5,2
37,22,3
37,20,3
37,27,3
37,29,4
37,1,3
37,15,5
37,30,3
37,11,4
37,24,3
38,3,2
38,11,2
38,6,2
38,2,2
38,24,3
38,17,3
38,7,2
38,4,4
38,27,4
38,19,3
38,1,2
38,30,5
38,13,2
38,20,5
38,18,2
38,32,2
38,16,4
38,14,5
38,33,4
38,9,4
38,15,5
38,21,3
38,26,3
38,25,4
38,31,3
38,23,3
39,31,3
39,26,4
39,25,4
39,3,4
39,17,5
39,30,4
39,21,4
39,22,3
39,33,5
39,16,4
39,12,2
39,14,5
39,2,5
39,4,3
39,13,2
39,20,4
39,8,4
39,0,4
40,24,5
40,10,3
40,26,2
40,28,5
40,19,5
40,25,5
40,12,3
40,7,3
40,1,3
40,15,5
40,31,3
40,23,4
40,9,3
40,11,5
40,2,5
40,18,2
40,4,4
40,14,3
40,8,2
40,22,2
40,3,4
40,33,4
40,27,5
40,17,2
40,29,4
40,21,4
41,24,5
41,12,4
41,0,4
41,5,4
41,23,3
41,18,2
41,2,4
41,17,5
41,30,2
41,11,4
41,19,4
41,33,4
41,26,4
41,10,2
41,20,4
41,29,2
41,22,3
41,31,2
42,32,3
42,15,5
42,6,5
42,17,5
42,29,3
42,27,2
42,28,2
42,14,3
42,4,2
42,9,4
42,10,5
42,13,3
42,33,3
42,1,2
42,5,5
42,16,2
42,0,5
42,3,2
42,18,2
42,2,5
42,26,2
42,12,2
43,19,5
43,26,2
43,24,5
43,14,3
43,23,5
43,10,2
43,17,4
43,2,3
43,0,2
43,7,2
43,21,5
43,1,3
43,32,3
43,16,2
43,22,4
43,31,4
43,13,5
43,6,3
43,30,4
43,18,5
43,20,2
44,11,4
44,13,3
44,3,3
44,21,2
44,27,2
44,7,3
44,25,3
44,16,2
44,8,5
44,12,3
44,10,5
44,6,3
44,29,5
44,5,2
44,18,3
44,15,3
44,9,4
44,14,4
44,32,5
44,33,3
44,22,4
44,28,2
44,31,3
44,20,4
44,2,5
45,31,2
45,7,2
45,10,4
45,21,4
45,26,4
45,16,3
45,27,5
45,25,5
45,9,4
45,4,5
45,22,5
45,32,3
45,8,4
45,12,3
45,20,5
45,19,2
45,17,3
45,11,5
45,23,5
45,24,3
45,29,3
45,28,3
45,1,3
46,13,5
46,9,3
46,33,5
46,22,4
46,21,4
46,0,2
46,5,4
46,18,5
46,15,5
46,25,4
46,4,5
46,31,2
46,12,4
46,6,5
46,23,4
46,1,2
46,3,3
46,20,4
46,2,5
47,25,5
47,27,1
47,31,2
47,3,1
47,21,2
47,16,2
47,8,5
47,30,5
47,20,1
47,13,4
47,28,3
47,29,3
47,5,3
47,14,1
47,15,1
47,0,1
47,24,2
47,12,3
47,17,5
48,26,1
48,18,4
48,14,2
48,17,4
48,5,1
48,1,1
48,16,3
48,32,3
48,8,5
48,3,5
48,6,5
48,10,2
48,15,1
48,4,1
48,20,1
48,19,1
49,16,3
49,32,3
49,12,2
49,30,4
49,5,1
49,1,1
49,2,1
49,28,1
49,10,4
49,0,3
49,3,4
49,27,1
49,13,2
49,9,5
49,25,1
49,6,4
49,33,5
49,19,4
49,23,3
49,22,1
49,20,4
49,8,5
49,29,2
49,31,2
49,17,4
49,11,1
49,21,2
49,24,3
49,7,4
50,8,3
50,14,2
50,10,5
50,13,4
50,21,1
50,29,5
50,27,3
50,11,3
50,7,5
50,32,2
50,0,4
50,19,2
50,18,4
50,1,2
50,12,2
50,3,1
50,15,2
50,17,2
50,28,3
50,9,2
51,17,2
51,11,2
51,5,2
51,14,2
51,19,1
51,6,2
51,9,3
51,16,1
51,30,5
51,4,5
51,12,2
51,25,5
51,24,3
51,13,5
51,7,2
51,2,5
51,33,3
51,8,1
51,15,4
52,14,5
52,28,2
52,8,1
52,23,2
52,26,4
52,5,4
52,2,5
52,4,2
52,10,5
52,13,5
52,15,2
52,3,2
52,12,1
52,24,4
52,33,5
52,18,2
52,17,1
52,9,1
52,1,5
52,19,5
52,32,4
52,21,2
52,25,4
53,12,3
53,13,4
53,14,4
53,25,5
53,8,2
53,6,5
53,11,5
53,2,2
53,20,4
53,15,5
53,28,5
53,23,2
53,7,5
53,33,5
53,4,5
53,5,4
53,27,1
53,3,3
53,21,2
53,9,2
53,1,2
53,31,4
53,0,1
53,24,3
53,16,2
54,24,4
54,19,4
54,3,4
54,10,1
54,17,3
54,7,3
54,12,2
54,1,3
54,30,1
54,6,3
54,16,3
54,25,5
54,20,5
54,28,4
54,33,2
54,15,3
54,29,2
54,14,1
54,4,5
54,21,1
54,8,5
54,23,3
54,2,5
55,23,4
55,28,1
55,14,5
55,17,2
55,22,5
55,3,4
55,27,3
55,1,2
55,8,3
55,11,3
55,7,4
55,29,3
55,4,2
55,26,2
55,33,3
55,13,2
55,6,1
55,2,4
55,18,1
55,16,2
55,32,3
55,21,4
55,9,5
55,0,1
56,26,2
56,16,5
56,19,4
56,13,5
56,29,4
56,20,2
56,17,4
56,1,2
56,10,1
56,21,3
56,0,5
56,33,2
56,12,1
56,31,1
56,30,3
56,2,2
56,11,2
56,32,1
56,22,2
57,24,1
57,16,2
57,2,4
57,33,1
57,31,1
57,26,2
57,9,2
57,27,4
57,17,1
57,10,2
57,5,3
57,8,1
57,28,3
57,22,3
57,11,3
57,21,3
57,23,3
57,12,1
57,32,3
57,6,4
57,7,4
57,30,3
57,15,1
58,18,4
58,8,2
58,29,1
58,14,2
58,30,2
58,28,4
58,13,1
58,27,4
58,0,2
58,16,3
58,22,5
58,3,1
58,33,4
58,21,2
58,31,2
58,9,3
58,4,5
58,12,2
58,24,3
58,32,4
58,2,5
59,32,1
59,6,5
59,29,1
59,13,4
59,18,1
59,19,3
59,24,5
59,9,5
59,26,5
59,11,3
59,17,4
59,1,1
59,0,5
59,20,5
59,31,2
59,21,1
59,5,3
59,14,2
59,7,1
59,2,1
59,27,1
60,16,4
60,31,1
60,30,3
60,29,4
60,32,4
60,27,2
60,24,2
60,33,4
60,14,1
60,11,3
60,2,3
60,23,1
60,19,5
60,5,3
60,17,4
60,15,2
60,18,3
60,9,2
61,17,5
61,21,5
61,2,3
61,7,4
61,10,3
61,9,3
61,5,4
61,11,5
61,22,1
61,18,5
61,28,3
61,26,2
61,3,5
61,12,4
61,8,1
61,20,4
61,25,5
61,27,1
61,29,5
61,31,5
61,23,1
61,6,5
61,32,4
61,30,2
62,2,3
62,8,1
62,25,2
62,18,5
62,3,5
62,13,3
62,5,4
62,21,5
62,28,5
62,9,2
62,0,2
62,30,1
62,14,4
62,19,5
62,29,4
62,12,2
62,26,5
62,17,4
62,27,5
62,11,2
62,20,3
62,31,1
62,24,4
63,27,3
63,15,1
63,12,1
63,23,1
63,6,3
63,22,3
63,2,5
63,7,4
63,29,4
63,20,4
63,21,1
63,17,2
63,26,2
63,33,4
63,8,1
63,13,4
63,19,1
63,28,4
63,30,5
63,32,1
63,3,2
63,31,3
63,14,2
64,16,5
64,26,2
64,19,3
64,20,4
64,27,2
64,15,5
64,23,3
64,3,4
64,10,4
64,22,1
64,0,5
64,30,1
64,14,5
64,24,4
64,5,3
64,9,1
64,6,5
64,29,4
64,33,2
64,1,2
64,11,1
64,28,4
64,13,1
65,32,1
65,6,4
65,18,4
65,23,3
65,10,5
65,25,3
65,9,2
65,8,3
65,15,2
65,14,5
65,17,4
65,28,4
65,33,1
65,30,1
65,20,4
65,26,1
65,5,1
65,16,2
65,1,5
65,31,5
65,7,1
66,22,3
66,4,3
66,6,3
66,29,2
66,33,5
66,14,4
66,24,3
66,15,2
66,9,3
66,28,4
66,8,1
66,30,4
66,21,1
66,11,2
66,26,1
66,13,1
66,2,5
66,1,1
66,27,1
66,19,1
66,0,4
66,23,1
67,28,3
67,8,4
67,22,3
67,10,5
67,1,4
67,14,3
67,12,5
67,25,3
67,29,1
67,0,1
67,4,1
67,17,2
67,32,5
67,33,4
67,27,2
67,3,3
67,23,1
67,21,4
67,24,5
67,7,1
67,9,1
68,18,3
68,17,5
68,4,2
68,12,4
68,13,3
68,31,1
68,3,4
68,1,3
68,27,5
68,30,4
68,2,1
68,10,2
68,8,5
68,6,1
68,16,2
68,21,1
68,22,5
68,25,3
68,5,5
68,19,3
69,20,1
69,25,3
69,31,2
69,29,2
69,15,2
69,11,1
69,8,5
69,10,2
69,4,3
69,12,3
69,19,5
69,22,5
69,21,3
69,17,4
69,18,1
69,24,1
70,26,5
70,25,5
70,7,1
70,23,5
70,29,4
70,21,2
70,20,2
70,2,4
70,30,4
70,19,5
70,24,4
70,31,2
70,17,4
70,13,3
70,15,3
70,12,3
70,10,5
70,5,2
70,27,1
71,23,3
71,4,3
71,14,1
71,25,2
71,9,4
71,7,1
71,10,5
71,28,5
71,29,2
71,26,4
71,24,3
71,0,5
71,3,2
71,27,5
71,16,2
71,15,2
71,13,2
71,30,3
71,32,2
71,33,1
71,12,5
71,6,3
72,6,2
72,30,1
72,8,4
72,26,1
72,27,2
72,0,2
72,17,4
72,33,3
72,24,2
72,3,4
72,15,3
72,22,3
72,25,1
72,7,3
72,29,3
72,32,1
72,10,5
72,19,2
72,28,5
72,14,1
72,5,2
73,20,3
73,13,2
73,1,3
73,25,1
73,23,5
73,31,3
73,19,4
73,17,5
73,10,4
73,24,5
73,26,1
73,22,2
73,14,1
73,29,1
73,27,3
74,26,1
74,13,1
74,1,2
74,28,3
74,7,1
74,2,5
74,17,2
74,22,2
74,15,3
74,4,1
74,19,3
74,24,5
74,16,3
74,20,1
74,32,2
74,23,3
74,10,5
74,11,3
74,3,4
74,6,4
74,25,4
74,8,3
74,14,1
74,18,2
74,30,5
74,0,2
74,9,3
75,13,5
75,10,4
75,20,2
75,8,2
75,30,2
75,4,3
75,3,4
75,33,5
75,19,4
75,32,3
75,2,5
75,15,1
75,25,3
75,17,1
75,21,4
75,7,1
75,28,4
75,12,3
76,26,2
76,28,4
76,16,3
76,2,1
76,5,5
76,12,4
76,4,1
76,0,4
76,8,1
76,33,3
76,6,5
76,14,3
76,13,2
76,25,5
76,23,3
76,3,2
76,18,2
76,22,3
76,19,4
76,11,4
76,9,1
76,32,1
76,27,1
76,10,2
77,0,5
77,8,5
77,16,3
77,25,2
77,15,1
77,21,5
77,3,3
77,24,3
77,18,3
77,4,3
77,11,3
77,31,5
77,22,1
77,10,3
77,32,4
77,27,1
77,2,2
77,12,4
77,6,2
77,19,3
78,7,4
78,15,4
78,1,5
78,10,4
78,19,5
78,21,5
78,25,1
78,28,5
78,11,4
78,8,3
78,33,5
78,4,2
78,0,1
78,29,5
78,22,4
78,13,2
78,20,4
78,6,3
78,18,3
78,27,3
79,8,1
79,13,3
79,31,5
79,26,3
79,21,3
79,14,3
79,28,4
79,0,3
79,3,5
79,20,4
79,27,2
79,24,2
79,33,2
79,23,4
79,30,2
79,16,5
79,25,1
79,7,2
79,12,1
79,22,3
79,6,3
80,3,4
80,6,5
80,8,3
80,15,3
80,28,2
80,0,2
80,17,2
80,19,2
80,32,1
80,16,1
80,10,2
80,4,2
80,23,5
80,14,3
80,2,3
80,24,2
80,9,1
80,26,1
80,29,3
81,15,2
81,25,4
81,13,3
81,14,3
81,28,1
81,30,4
81,11,3
81,0,2
81,23,1
81,6,2
81,19,4
81,3,2
81,29,3
81,20,5
81,10,2
81,5,2
81,33,3
81,4,5
81,18,1
82,31,2
82,25,3
82,20,1
82,2,5
82,14,2
82,19,5
82,13,5
82,4,1
82,18,2
82,28,4
82,5,4
82,23,1
82,33,4
82,8,5
82,26,1
82,32,4
82,27,2
82,17,5
82,15,5
83,32,1
83,13,2
83,23,2
83,4,4
83,5,4
83,33,4
83,20,5
83,2,1
83,14,3
83,0,2
83,11,5
83,28,3
83,3,4
83,27,3
83,16,1
83,30,2
83,7,1
83,22,1
83,24,4
83,19,5
84,33,1
84,28,1
84,26,5
84,16,3
84,18,1
84,2,3
84,14,4
84,24,5
84,20,4
84,29,4
84,32,5
84,15,4
84,1,4
84,7,5
84,17,4
84,3,5
84,9,4
84,31,4
84,4,4
84,19,3
85,2,3
85,11,5
85,28,1
85,33,4
85,14,3
85,8,1
85,32,1
85,3,1
85,6,3
85,1,4
85,24,4
85,0,1
85,7,5
85,20,4
85,30,3
85,19,4
85,26,2
85,12,5
85,31,1
85,23,2
85,27,5
86,11,5
86,4,1
86,24,1
86,23,3
86,25,4
86,21,5
86,17,3
86,22,3
86,27,3
86,14,4
86,28,2
86,10,5
86,30,1
86,19,1
86,12,4
86,6,3
86,2,1
86,18,3
86,31,5
86,32,1
86,16,2
86,3,4
86,5,1
86,1,4
87,33,3
87,31,1
87,29,5
87,7,4
87,17,4
87,28,4
87,3,5
87,15,2
87,4,2
87,26,4
87,27,4
87,20,4
87,5,4
87,13,2
87,16,3
87,6,2
87,11,3
87,25,4
87,30,4
87,1,2
87,14,3
87,9,1
87,32,1
88,17,1
88,15,3
88,13,1
88,16,2
88,11,2
88,5,1
88,33,4
88,25,2
88,0,3
88,1,2
88,26,3
88,14,5
88,21,3
88,30,1
88,32,1
88,29,1
88,8,3
88,12,4
88,6,3
88,10,2
88,2,1
89,11,4
89,13,4
89,17,2
89,5,4
89,1,3
89,28,4
89,29,3
89,9,1
89,0,1
89,30,1
89,2,4
89,10,2
89,22,3
89,7,2
89,27,1
89,8,2
89,14,1
89,32,3
89,31,3
89,20,5
90,6,2
90,24,1
90,25,2
90,29,4
90,11,3
90,17,5
90,9,2
90,22,4
90,15,2
90,30,4
90,2,3
90,1,1
90,26,4
90,32,1
90,20,2
90,27,3
90,3,3
90,4,1
90,31,3
90,21,3
91,2,4
91,12,2
91,13,5
91,4,5
91,22,3
91,9,5
91,28,1
91,17,4
91,33,4
91,8,5
91,7,3
91,14,3
91,25,1
91,11,2
91,19,4
91,16,4
91,24,1
91,1,1
91,23,1
91,18,5
91,31,2
91,20,2
91,30,2
91,10,5
91,26,5
92,20,5
92,6,4
92,31,5
92,13,4
92,29,1
92,22,3
92,5,4
92,30,2
92,12,4
92,10,4
92,33,5
92,24,4
92,28,1
92,8,5
92,11,1
92,14,4
92,3,5
92,27,5
92,1,4
92,19,1
92,21,3
92,26,3
93,17,3
93,7,3
93,30,2
93,15,4
93,31,2
93,26,2
93,1,5
93,18,4
93,23,4
93,22,5
93,32,2
93,3,1
93,0,4
93,13,1
93,28,4
93,27,4
93,12,5
93,29,5
93,9,1
93,5,5
94,33,3
94,5,1
94,2,2
94,30,1
94,11,3
94,21,2
94,19,3
94,15,2
94,16,2
94,26,5
94,12,1
94,1,4
94,28,3
94,13,5
94,10,2
94,27,1
94,7,2
94,18,4
94,24,2
94,8,2
94,4,5
94,31,4
95,26,3
95,14,4
95,21,5
95,28,2
95,6,3
95,8,4
95,22,4
95,17,3
95,12,5
95,5,5
95,4,3
95,3,4
95,30,1
95,10,5
95,15,4
95,29,2
95,13,3
95,9,4
95,33,3
96,6,4
96,15,3
96,0,2
96,18,5
96,23,3
96,25,1
96,24,1
96,11,3
96,28,2
96,4,1
96,1,1
96,8,5
96,12,1
96,29,1
96,10,2
96,2,3
96,7,3
96,33,2
96,26,3
96,5,4
96,20,5
97,31,3
97,26,5
97,3,1
97,27,1
97,28,1
97,2,4
97,4,4
97,25,5
97,32,4
97,19,2
97,0,3
97,13,3
97,15,3
97,7,5
97,14,4
97,20,4
97,6,2
97,8,2
97,11,5
97,30,2
98,19,2
98,2,3
98,31,2
98,21,3
98,11,5
98,17,1
98,3,5
98,20,2
98,0,4
98,13,3
98,22,2
98,1,2
98,18,1
98,30,2
98,16,2
98,8,3
98,15,2
98,32,3
98,29,2
98,26,5
98,9,3
98,5,1
98,10,2
98,7,2
98,33,5
99,16,4
99,0,4
99,29,5
99,31,1
99,11,3
99,20,3
99,17,4
99,5,1
99,8,1
99,3,5
99,2,3
99,9,5
99,28,4
99,32,4
99,13,4
99,12,5
99,7,4
99,10,4
99,25,4
99,6,2
99,26,3
99,19,5
100,13,2
100,0,3
100,7,1
100,25,3
100,24,3
100,20,1
100,14,5
100,26,5
100,21,2
100,6,3
100,17,5
100,15,2
100,12,2
100,19,1
100,2,4
100,5,2
100,29,2
100,31,2
100,1,1
101,21,2
101,14,3
101,17,3
101,0,2
101,33,3
101,25,1
101,31,3
101,7,3
101,16,3
101,22,1
101,28,5
101,11,4
101,15,5
101,2,5
101,20,3
101,12,3
101,13,3
102,12,2
102,21,2
102,15,3
102,0,5
102,26,5
102,19,3
102,8,2
102,17,3
102,31,1
102,22,5
102,32,2
102,16,2
102,27,5
102,13,2
102,14,5
102,11,1
102,9,5
102,5,2
102,24,3
102,6,5
102,7,3
102,3,3
102,10,2
103,33,5
103,9,3
103,5,1
103,1,5
103,29,1
103,6,2
103,0,5
103,2,5
103,28,1
103,30,4
103,8,3
103,26,4
103,25,5
103,12,1
103,7,3
103,27,1
103,32,5
103,19,5
103,23,1
103,22,4
103,15,3
104,22,2
104,27,2
104,30,3
104,11,4
104,29,4
104,12,2
104,31,4
104,17,1
104,7,4
104,18,3
104,26,3
104,10,1
104,6,5
104,19,4
104,15,2
104,1,1
104,9,2
104,2,5
104,33,3
104,3,3
104,25,4
105,18,1
105,11,1
105,3,2
105,12,5
105,24,3
105,1,5
105,31,1
105,32,2
105,15,4
105,26,4
105,9,5
105,23,2
105,22,5
105,29,4
105,30,3
105,8,4
105,13,3
105,28,4
105,4,2
105,7,1
105,6,3
105,25,5
105,2,4
106,16,2
106,29,5
106,13,1
106,22,5
106,8,2
106,23,5
106,33,3
106,20,3
106,19,2
106,31,4
106,15,1
106,30,2
106,21,4
106,5,2
106,27,1
106,24,4
106,14,1
106,0,2
106,6,3
106,17,5
106,25,2
106,9,1
106,1,4
106,12,5
106,3,5
107,1,3
107,27,5
107,11,3
107,30,4
107,20,3
107,18,4
107,33,2
107,10,4
107,8,2
107,15,2
107,5,1
107,3,5
107,13,2
107,7,5
107,2,3
107,22,2
107,28,2
107,26,3
107,29,5
107,4,2
107,23,2
107,25,3
108,26,4
108,22,2
108,16,4
108,5,5
108,9,1
108,12,5
108,19,3
108,3,5
108,6,1
108,8,5
108,10,1
108,21,5
108,14,3
108,4,1
108,2,3
108,1,2
108,27,3
108,25,5
108,29,1
108,15,2
108,30,5
108,18,5
108,13,3
109,18,3
109,8,5
109,25,2
109,12,5
109,14,3
109,6,2
109,22,3
109,19,5
109,31,5
109,1,2
109,23,3
109,13,2
109,20,3
109,5,4
109,21,4
109,0,1
109,29,4
109,10,3
109,7,2
109,32,4
109,30,5
110,14,4
110,15,1
110,30,3
110,11,2
110,29,1
110,2,2
110,26,3
110,33,4
110,18,2
110,17,3
110,3,3
110,21,4
110,5,4
110,31,2
110,13,1
110,10,2
110,27,4
111,10,1
111,17,3
111,31,4
111,18,5
111,28,5
111,25,1
111,19,1
111,4,4
111,20,4
111,29,1
111,22,3
111,13,4
111,6,5
111,16,5
111,27,3
111,7,5
